id,pickup datetime,number
1261,2020-01-01 9:55:56,1
364,2020-01-01 9:55:58,1
561,2020-01-01 9:56:01,1
633,2020-01-01 9:56:03,1
319,2020-01-01 9:56:17,1
629,2020-01-01 9:56:19,1
229,2020-01-01 9:56:34,2
285,2020-01-01 9:56:37,1
404,2020-01-01 9:56:38,1
347,2020-01-01 9:56:38,0
436,2020-01-01 9:56:42,1
218,2020-01-01 9:56:56,2
385,2020-01-01 9:57:05,2
200,2020-01-01 9:57:16,2
538,2020-01-01 9:57:17,1
568,2020-01-01 9:57:18,2
354,2020-01-01 9:57:43,2
376,2020-01-01 9:57:54,1
642,2020-01-01 9:57:59,1
725,2020-01-01 9:58:06,1
236,2020-01-01 9:58:09,2
367,2020-01-01 9:58:10,1
6102,2020-01-01 9:58:11,2
267,2020-01-01 9:58:11,1
393,2020-01-01 9:58:18,1
309,2020-01-01 9:58:23,1
1487,2020-01-01 9:58:45,1
637,2020-01-01 9:58:52,1
311,2020-01-01 9:58:58,1
141,2020-01-01 9:59:04,2
259,2020-01-01 9:59:05,1
506,2020-01-01 9:59:07,1
340,2020-01-01 9:59:19,1
1841,2020-01-01 9:59:29,1
962,2020-01-01 9:59:31,2
229,2020-01-01 9:59:42,1
617,2020-01-01 9:59:45,1
1462,2020-01-01 10:00:06,1
330,2020-01-01 10:00:08,2
923,2020-01-01 10:00:23,2
237,2020-01-01 10:00:42,2
194,2020-01-01 10:00:42,1
101,2020-01-01 10:00:47,1
191,2020-01-01 10:01:00,1
446,2020-01-01 10:01:14,1
594,2020-01-01 10:01:15,2
858,2020-01-01 10:01:16,1
748,2020-01-01 10:01:17,1
367,2020-01-01 10:01:24,1
548,2020-01-01 10:01:25,1
1655,2020-01-01 10:01:40,1
86,2020-01-01 10:02:03,1
797,2020-01-01 10:02:06,1
596,2020-01-01 10:02:06,1
510,2020-01-01 10:02:11,2
324,2020-01-01 10:02:17,1
682,2020-01-01 10:02:26,1
503,2020-01-01 10:02:26,1
527,2020-01-01 10:02:40,1
1023,2020-01-01 10:02:46,1
711,2020-01-01 10:02:57,0
606,2020-01-01 10:03:03,1
1605,2020-01-01 10:03:03,1
151,2020-01-01 10:03:06,1
253,2020-01-01 10:03:07,1
809,2020-01-01 10:03:09,2
1127,2020-01-01 10:03:20,1
626,2020-01-01 10:03:20,2
455,2020-01-01 10:03:23,1
316,2020-01-01 10:03:31,1
146,2020-01-01 10:03:34,1
265,2020-01-01 10:03:40,2
293,2020-01-01 10:03:47,2
1017,2020-01-01 10:03:49,1
2776,2020-01-01 10:03:53,2
429,2020-01-01 10:04:02,0
925,2020-01-01 10:04:13,2
460,2020-01-01 10:04:17,1
600,2020-01-01 10:04:17,1
124,2020-01-01 10:04:26,1
986,2020-01-01 10:04:29,2
193,2020-01-01 10:04:37,1
670,2020-01-01 10:04:56,1
426,2020-01-01 10:04:59,1
235,2020-01-01 10:05:12,1
187,2020-01-01 10:05:12,1
181,2020-01-01 10:05:15,1
275,2020-01-01 10:05:16,1
601,2020-01-01 10:05:19,2
164,2020-01-01 10:05:22,1
494,2020-01-01 10:05:24,2
443,2020-01-01 10:05:39,1
110,2020-01-01 10:05:40,1
610,2020-01-01 10:05:44,1
1297,2020-01-01 10:05:55,1
262,2020-01-01 10:05:56,1
285,2020-01-01 10:06:09,1
2353,2020-01-01 10:06:11,0
206,2020-01-01 10:06:15,1
77,2020-01-01 10:06:20,0
577,2020-01-01 10:06:26,2
220,2020-01-01 10:06:41,1
196,2020-01-01 10:06:43,1
126,2020-01-01 10:06:47,1
414,2020-01-01 10:06:48,1
670,2020-01-01 10:06:49,2
659,2020-01-01 10:06:55,2
1433,2020-01-01 10:06:58,2
1116,2020-01-01 10:07:12,1
135,2020-01-01 10:07:31,1
372,2020-01-01 10:07:39,1
687,2020-01-01 10:07:45,1
522,2020-01-01 10:07:55,1
218,2020-01-01 10:08:10,1
619,2020-01-01 10:08:12,2
842,2020-01-01 10:08:15,2
9951,2020-01-01 10:08:20,0
119,2020-01-01 10:08:21,2
477,2020-01-01 10:08:35,1
9934,2020-01-01 10:08:43,0
2259,2020-01-01 10:08:45,1
545,2020-01-01 10:08:50,2
168,2020-01-01 10:08:56,2
235,2020-01-01 10:08:57,2
649,2020-01-01 10:09:05,1
1079,2020-01-01 10:09:16,1
789,2020-01-01 10:09:22,2
240,2020-01-01 10:09:23,2
402,2020-01-01 10:09:26,1
564,2020-01-01 10:09:30,1
581,2020-01-01 10:09:35,1
569,2020-01-01 10:09:38,2
242,2020-01-01 10:09:50,1
508,2020-01-01 10:09:56,1
713,2020-01-01 10:10:02,2
1513,2020-01-01 10:10:02,2
178,2020-01-01 10:10:11,1
222,2020-01-01 10:10:12,2
326,2020-01-01 10:10:15,2
593,2020-01-01 10:10:23,2
1459,2020-01-01 10:10:25,1
877,2020-01-01 10:10:27,1
568,2020-01-01 10:10:30,1
373,2020-01-01 10:10:34,2
208,2020-01-01 10:10:35,1
318,2020-01-01 10:10:37,1
1456,2020-01-01 10:10:46,0
206,2020-01-01 10:10:47,2
160,2020-01-01 10:10:52,1
140,2020-01-01 10:10:54,0
1435,2020-01-01 10:10:59,0
435,2020-01-01 10:10:59,1
356,2020-01-01 10:11:01,2
266,2020-01-01 10:11:03,1
271,2020-01-01 10:11:04,1
1974,2020-01-01 10:11:08,1
288,2020-01-01 10:11:08,2
1012,2020-01-01 10:11:11,2
354,2020-01-01 10:11:13,1
153,2020-01-01 10:11:14,2
953,2020-01-01 10:11:17,2
554,2020-01-01 10:11:35,1
367,2020-01-01 10:11:36,2
1299,2020-01-01 10:11:43,2
1055,2020-01-01 10:11:43,1
1299,2020-01-01 10:11:48,1
61,2020-01-01 10:11:53,1
1170,2020-01-01 10:11:53,2
117,2020-01-01 10:12:04,1
324,2020-01-01 10:12:16,1
212,2020-01-01 10:12:17,1
333,2020-01-01 10:12:25,1
280,2020-01-01 10:12:26,1
189,2020-01-01 10:12:32,1
583,2020-01-01 10:12:32,1
736,2020-01-01 10:12:32,1
766,2020-01-01 10:12:41,1
134,2020-01-01 10:12:47,1
153,2020-01-01 10:12:48,1
363,2020-01-01 10:12:52,1
319,2020-01-01 10:12:54,1
399,2020-01-01 10:13:00,1
420,2020-01-01 10:13:09,1
537,2020-01-01 10:13:10,1
632,2020-01-01 10:13:13,2
281,2020-01-01 10:13:20,1
199,2020-01-01 10:13:23,1
611,2020-01-01 10:13:31,2
408,2020-01-01 10:13:41,1
254,2020-01-01 10:13:48,1
111,2020-01-01 10:13:54,2
313,2020-01-01 10:14:03,2
1935,2020-01-01 10:14:05,0
545,2020-01-01 10:14:12,1
176,2020-01-01 10:14:12,1
822,2020-01-01 10:14:15,1
845,2020-01-01 10:14:18,2
717,2020-01-01 10:14:18,1
439,2020-01-01 10:14:19,1
1917,2020-01-01 10:14:25,0
838,2020-01-01 10:14:30,2
525,2020-01-01 10:14:37,1
228,2020-01-01 10:14:38,1
586,2020-01-01 10:14:43,2
209,2020-01-01 10:14:48,1
530,2020-01-01 10:15:00,2
250,2020-01-01 10:15:01,1
1905,2020-01-01 10:15:04,0
232,2020-01-01 10:15:05,1
1869,2020-01-01 10:15:10,0
950,2020-01-01 10:15:10,2
366,2020-01-01 10:15:25,1
651,2020-01-01 10:15:26,0
579,2020-01-01 10:15:35,2
261,2020-01-01 10:15:39,2
520,2020-01-01 10:15:40,1
1045,2020-01-01 10:15:52,2
267,2020-01-01 10:15:54,2
61,2020-01-01 10:15:56,2
215,2020-01-01 10:16:05,1
1187,2020-01-01 10:16:14,1
388,2020-01-01 10:16:16,1
415,2020-01-01 10:16:16,2
435,2020-01-01 10:16:22,2
196,2020-01-01 10:16:26,1
660,2020-01-01 10:16:26,1
274,2020-01-01 10:16:29,1
1117,2020-01-01 10:16:30,2
575,2020-01-01 10:16:39,1
245,2020-01-01 10:16:49,1
975,2020-01-01 10:16:55,1
227,2020-01-01 10:17:12,1
2004,2020-01-01 10:17:17,2
2066,2020-01-01 10:17:19,1
479,2020-01-01 10:17:22,2
526,2020-01-01 10:17:30,1
1183,2020-01-01 10:17:33,0
1747,2020-01-01 10:17:37,2
704,2020-01-01 10:17:47,2
335,2020-01-01 10:17:56,1
1164,2020-01-01 10:17:59,0
318,2020-01-01 10:18:02,1
611,2020-01-01 10:18:22,2
168,2020-01-01 10:18:28,1
253,2020-01-01 10:18:39,1
1253,2020-01-01 10:18:53,1
148,2020-01-01 10:19:02,1
455,2020-01-01 10:19:02,1
646,2020-01-01 10:19:03,2
331,2020-01-01 10:19:13,1
575,2020-01-01 10:19:16,1
1883,2020-01-01 10:19:26,2
245,2020-01-01 10:19:27,1
241,2020-01-01 10:19:38,1
1629,2020-01-01 10:19:40,1
158,2020-01-01 10:19:40,2
720,2020-01-01 10:19:47,2
706,2020-01-01 10:19:51,1
1959,2020-01-01 10:19:55,1
278,2020-01-01 10:20:03,1
993,2020-01-01 10:20:11,1
182,2020-01-01 10:20:12,2
1164,2020-01-01 10:20:12,2
347,2020-01-01 10:20:21,2
404,2020-01-01 10:20:28,1
357,2020-01-01 10:20:28,2
244,2020-01-01 10:20:39,2
452,2020-01-01 10:20:54,1
215,2020-01-01 10:20:59,1
205,2020-01-01 10:21:00,1
477,2020-01-01 10:21:02,1
363,2020-01-01 10:21:06,1
122,2020-01-01 10:21:18,1
974,2020-01-01 10:21:20,1
292,2020-01-01 10:21:25,2
381,2020-01-01 10:21:25,1
3784,2020-01-01 10:21:41,1
878,2020-01-01 10:21:43,1
823,2020-01-01 10:21:48,1
876,2020-01-01 10:21:48,2
1433,2020-01-01 10:21:50,1
1162,2020-01-01 10:21:58,1
536,2020-01-01 10:21:59,1
925,2020-01-01 10:22:08,1
784,2020-01-01 10:22:08,1
756,2020-01-01 10:22:16,1
528,2020-01-01 10:22:19,2
376,2020-01-01 10:22:20,2
927,2020-01-01 10:22:21,1
494,2020-01-01 10:22:21,0
1614,2020-01-01 10:22:22,1
354,2020-01-01 10:22:32,2
266,2020-01-01 10:22:42,2
664,2020-01-01 10:22:51,2
991,2020-01-01 10:22:55,1
292,2020-01-01 10:23:01,2
1075,2020-01-01 10:23:02,0
656,2020-01-01 10:23:06,1
192,2020-01-01 10:23:07,1
740,2020-01-01 10:23:09,1
188,2020-01-01 10:23:20,2
674,2020-01-01 10:23:27,2
259,2020-01-01 10:23:28,1
355,2020-01-01 10:23:28,1
235,2020-01-01 10:23:32,1
311,2020-01-01 10:23:37,1
271,2020-01-01 10:23:39,1
784,2020-01-01 10:23:57,1
1511,2020-01-01 10:23:57,1
224,2020-01-01 10:24:02,1
870,2020-01-01 10:24:10,1
513,2020-01-01 10:24:12,1
341,2020-01-01 10:24:13,1
212,2020-01-01 10:24:14,1
261,2020-01-01 10:24:17,2
1642,2020-01-01 10:24:21,0
434,2020-01-01 10:24:26,1
1832,2020-01-01 10:24:31,0
1825,2020-01-01 10:24:33,0
1753,2020-01-01 10:24:33,2
196,2020-01-01 10:24:40,1
337,2020-01-01 10:24:52,1
686,2020-01-01 10:24:58,1
968,2020-01-01 10:25:12,1
542,2020-01-01 10:25:17,2
2025,2020-01-01 10:25:22,1
339,2020-01-01 10:25:22,1
268,2020-01-01 10:25:28,2
12194,2020-01-01 10:25:40,2
249,2020-01-01 10:25:41,1
1390,2020-01-01 10:25:56,1
79,2020-01-01 10:26:00,1
615,2020-01-01 10:26:02,2
413,2020-01-01 10:26:02,1
615,2020-01-01 10:26:03,1
124,2020-01-01 10:26:07,1
618,2020-01-01 10:26:33,2
914,2020-01-01 10:26:35,2
1066,2020-01-01 10:26:37,2
1068,2020-01-01 10:26:37,1
1631,2020-01-01 10:26:39,1
1020,2020-01-01 10:26:40,2
861,2020-01-01 10:26:43,1
576,2020-01-01 10:26:49,2
563,2020-01-01 10:26:59,1
260,2020-01-01 10:27:01,1
2299,2020-01-01 10:27:09,1
168,2020-01-01 10:27:16,2
458,2020-01-01 10:27:17,1
622,2020-01-01 10:27:24,1
2350,2020-01-01 10:27:24,1
2332,2020-01-01 10:27:28,0
306,2020-01-01 10:27:37,1
86767,2020-01-01 10:27:39,2
138,2020-01-01 10:27:42,1
555,2020-01-01 10:27:43,2
441,2020-01-01 10:27:44,1
465,2020-01-01 10:27:51,2
482,2020-01-01 10:27:53,1
428,2020-01-01 10:28:00,2
87,2020-01-01 10:28:20,1
2127,2020-01-01 10:28:26,1
458,2020-01-01 10:28:30,2
590,2020-01-01 10:28:36,1
196,2020-01-01 10:28:40,1
3101,2020-01-01 10:28:41,2
820,2020-01-01 10:28:52,2
689,2020-01-01 10:29:05,2
286,2020-01-01 10:29:08,1
229,2020-01-01 10:29:09,1
628,2020-01-01 10:29:13,2
301,2020-01-01 10:29:14,1
339,2020-01-01 10:29:19,1
535,2020-01-01 10:29:19,1
327,2020-01-01 10:29:19,2
485,2020-01-01 10:29:20,1
359,2020-01-01 10:29:27,1
553,2020-01-01 10:29:27,2
1183,2020-01-01 10:29:29,1
737,2020-01-01 10:29:35,1
416,2020-01-01 10:29:46,1
408,2020-01-01 10:29:47,1
131,2020-01-01 10:29:59,1
1058,2020-01-01 10:30:10,1
150,2020-01-01 10:30:24,1
465,2020-01-01 10:30:24,1
367,2020-01-01 10:30:29,1
4239,2020-01-01 10:30:38,1
570,2020-01-01 10:30:52,1
129,2020-01-01 10:30:53,1
262,2020-01-01 10:30:56,2
475,2020-01-01 10:31:06,1
4258,2020-01-01 10:31:20,2
1021,2020-01-01 10:31:40,1
626,2020-01-01 10:31:43,2
1299,2020-01-01 10:31:56,1
1210,2020-01-01 10:31:59,1
574,2020-01-01 10:32:04,1
214,2020-01-01 10:32:05,1
1502,2020-01-01 10:32:13,2
293,2020-01-01 10:32:24,2
606,2020-01-01 10:32:24,1
717,2020-01-01 10:32:28,1
1317,2020-01-01 10:32:32,1
557,2020-01-01 10:32:36,1
173,2020-01-01 10:32:36,0
202,2020-01-01 10:32:37,1
890,2020-01-01 10:32:45,1
507,2020-01-01 10:32:48,1
549,2020-01-01 10:32:49,2
2218,2020-01-01 10:33:01,1
634,2020-01-01 10:33:10,2
498,2020-01-01 10:33:11,2
220,2020-01-01 10:33:15,1
597,2020-01-01 10:33:18,2
408,2020-01-01 10:33:22,1
279,2020-01-01 10:33:23,2
780,2020-01-01 10:33:27,2
574,2020-01-01 10:33:28,1
2244,2020-01-01 10:33:47,2
400,2020-01-01 10:33:53,1
917,2020-01-01 10:33:53,2
1337,2020-01-01 10:34:10,2
901,2020-01-01 10:34:15,1
241,2020-01-01 10:34:18,1
781,2020-01-01 10:34:21,2
1011,2020-01-01 10:34:21,1
1744,2020-01-01 10:34:35,1
6764,2020-01-01 10:34:41,0
1308,2020-01-01 10:34:48,2
226,2020-01-01 10:34:48,1
246,2020-01-01 10:34:56,1
235,2020-01-01 10:34:58,1
798,2020-01-01 10:34:58,1
277,2020-01-01 10:35:00,1
671,2020-01-01 10:35:03,1
256,2020-01-01 10:35:07,2
527,2020-01-01 10:35:07,2
301,2020-01-01 10:35:09,1
227,2020-01-01 10:35:12,1
394,2020-01-01 10:35:14,1
541,2020-01-01 10:35:21,2
390,2020-01-01 10:35:25,1
592,2020-01-01 10:35:33,1
1337,2020-01-01 10:35:33,2
610,2020-01-01 10:35:35,1
210,2020-01-01 10:35:38,1
141,2020-01-01 10:35:39,1
1201,2020-01-01 10:35:39,2
1693,2020-01-01 10:35:40,1
290,2020-01-01 10:35:41,2
18923,2020-01-01 10:35:44,1
6703,2020-01-01 10:35:46,0
1179,2020-01-01 10:35:49,1
204,2020-01-01 10:35:59,1
1539,2020-01-01 10:35:59,1
972,2020-01-01 10:36:06,1
818,2020-01-01 10:36:06,1
142,2020-01-01 10:36:07,1
130,2020-01-01 10:36:11,1
246,2020-01-01 10:36:14,2
582,2020-01-01 10:36:16,1
1305,2020-01-01 10:36:16,0
819,2020-01-01 10:36:18,1
343,2020-01-01 10:36:20,1
559,2020-01-01 10:36:25,1
328,2020-01-01 10:36:25,1
6628,2020-01-01 10:36:26,0
152,2020-01-01 10:36:39,1
301,2020-01-01 10:36:42,1
356,2020-01-01 10:36:42,1
795,2020-01-01 10:36:58,1
1973,2020-01-01 10:36:58,2
18817,2020-01-01 10:36:59,2
351,2020-01-01 10:37:09,2
1119,2020-01-01 10:37:13,2
395,2020-01-01 10:37:13,1
927,2020-01-01 10:37:22,1
547,2020-01-01 10:37:31,1
1087,2020-01-01 10:37:33,1
1063,2020-01-01 10:37:35,1
2475,2020-01-01 10:37:39,1
927,2020-01-01 10:37:44,1
210,2020-01-01 10:37:46,1
288,2020-01-01 10:37:48,1
566,2020-01-01 10:38:00,1
1060,2020-01-01 10:38:03,0
374,2020-01-01 10:38:04,2
5096,2020-01-01 10:38:10,2
711,2020-01-01 10:38:19,2
349,2020-01-01 10:38:23,2
109,2020-01-01 10:38:24,1
884,2020-01-01 10:38:24,1
6543,2020-01-01 10:38:32,0
316,2020-01-01 10:38:34,2
1321,2020-01-01 10:38:53,1
609,2020-01-01 10:38:57,1
1290,2020-01-01 10:39:01,1
535,2020-01-01 10:39:05,2
1089,2020-01-01 10:39:08,1
301,2020-01-01 10:39:09,1
750,2020-01-01 10:39:11,2
324,2020-01-01 10:39:12,1
316,2020-01-01 10:39:18,1
1163,2020-01-01 10:39:22,2
127,2020-01-01 10:39:22,1
4995,2020-01-01 10:39:24,0
496,2020-01-01 10:39:26,2
3744,2020-01-01 10:39:27,2
624,2020-01-01 10:39:35,1
2533,2020-01-01 10:39:39,0
381,2020-01-01 10:39:41,1
436,2020-01-01 10:39:41,1
2323,2020-01-01 10:39:44,2
378,2020-01-01 10:39:45,1
745,2020-01-01 10:39:46,1
382,2020-01-01 10:39:50,1
702,2020-01-01 10:39:56,1
815,2020-01-01 10:40:01,1
449,2020-01-01 10:40:02,1
769,2020-01-01 10:40:02,1
1018,2020-01-01 10:40:03,0
588,2020-01-01 10:40:07,2
988,2020-01-01 10:40:12,0
1334,2020-01-01 10:40:33,1
341,2020-01-01 10:40:41,1
1041,2020-01-01 10:40:44,1
720,2020-01-01 10:40:49,2
840,2020-01-01 10:40:54,1
285,2020-01-01 10:40:57,1
132,2020-01-01 10:41:01,1
331,2020-01-01 10:41:03,1
731,2020-01-01 10:41:06,1
707,2020-01-01 10:41:12,1
737,2020-01-01 10:41:15,1
2301,2020-01-01 10:41:21,1
283,2020-01-01 10:41:30,1
902,2020-01-01 10:41:35,2
538,2020-01-01 10:41:41,1
976,2020-01-01 10:41:49,1
329,2020-01-01 10:42:03,1
297,2020-01-01 10:42:08,1
1053,2020-01-01 10:42:20,1
297,2020-01-01 10:42:22,0
362,2020-01-01 10:42:22,2
289,2020-01-01 10:42:22,2
239,2020-01-01 10:42:26,1
282,2020-01-01 10:42:33,1
169,2020-01-01 10:42:38,1
363,2020-01-01 10:42:47,1
564,2020-01-01 10:42:47,2
862,2020-01-01 10:42:52,1
862,2020-01-01 10:42:55,2
868,2020-01-01 10:42:57,2
1817,2020-01-01 10:43:02,1
214,2020-01-01 10:43:04,1
199,2020-01-01 10:43:04,1
447,2020-01-01 10:43:12,1
95,2020-01-01 10:43:12,1
147,2020-01-01 10:43:14,1
164,2020-01-01 10:43:24,2
410,2020-01-01 10:43:27,1
94,2020-01-01 10:43:33,1
3395,2020-01-01 10:43:38,2
336,2020-01-01 10:43:42,1
346,2020-01-01 10:43:48,2
367,2020-01-01 10:43:51,2
1055,2020-01-01 10:43:58,1
193,2020-01-01 10:44:04,1
1764,2020-01-01 10:44:12,2
387,2020-01-01 10:44:13,2
852,2020-01-01 10:44:30,1
126,2020-01-01 10:44:32,1
538,2020-01-01 10:44:33,2
1956,2020-01-01 10:44:34,1
959,2020-01-01 10:44:35,1
170,2020-01-01 10:44:42,1
276,2020-01-01 10:44:42,2
336,2020-01-01 10:44:51,1
300,2020-01-01 10:45:00,1
1482,2020-01-01 10:45:02,0
1018,2020-01-01 10:45:03,1
2209,2020-01-01 10:45:11,1
288,2020-01-01 10:45:14,0
794,2020-01-01 10:45:15,1
1465,2020-01-01 10:45:24,2
603,2020-01-01 10:45:26,1
309,2020-01-01 10:45:26,1
197,2020-01-01 10:45:27,1
1157,2020-01-01 10:45:32,1
252,2020-01-01 10:45:33,1
538,2020-01-01 10:45:37,1
253,2020-01-01 10:45:38,1
184,2020-01-01 10:45:38,1
257,2020-01-01 10:45:45,1
1873,2020-01-01 10:45:45,2
1051,2020-01-01 10:45:50,1
455,2020-01-01 10:45:51,2
1768,2020-01-01 10:45:53,1
696,2020-01-01 10:45:55,0
542,2020-01-01 10:45:56,1
940,2020-01-01 10:46:11,2
434,2020-01-01 10:46:17,1
997,2020-01-01 10:46:23,1
505,2020-01-01 10:46:23,2
1595,2020-01-01 10:46:24,1
924,2020-01-01 10:46:24,1
279,2020-01-01 10:46:30,1
3490,2020-01-01 10:46:35,2
1860,2020-01-01 10:46:36,1
3486,2020-01-01 10:46:39,2
414,2020-01-01 10:46:40,1
419,2020-01-01 10:46:42,2
553,2020-01-01 10:46:44,1
368,2020-01-01 10:46:53,2
198,2020-01-01 10:46:53,1
1688,2020-01-01 10:46:58,2
2268,2020-01-01 10:47:00,2
265,2020-01-01 10:47:07,1
1597,2020-01-01 10:47:20,0
160,2020-01-01 10:47:21,1
600,2020-01-01 10:47:24,1
650,2020-01-01 10:47:27,1
1163,2020-01-01 10:47:28,0
305,2020-01-01 10:47:32,2
271,2020-01-01 10:47:34,2
372,2020-01-01 10:47:34,1
1573,2020-01-01 10:47:35,0
367,2020-01-01 10:47:44,1
170,2020-01-01 10:47:44,2
1153,2020-01-01 10:47:51,0
899,2020-01-01 10:47:59,2
997,2020-01-01 10:47:59,1
719,2020-01-01 10:47:59,1
909,2020-01-01 10:48:00,2
192,2020-01-01 10:48:01,1
1265,2020-01-01 10:48:01,2
380,2020-01-01 10:48:09,1
535,2020-01-01 10:48:14,1
147,2020-01-01 10:48:21,2
1705,2020-01-01 10:48:31,1
234,2020-01-01 10:48:34,1
650,2020-01-01 10:48:34,1
421,2020-01-01 10:48:36,2
838,2020-01-01 10:48:38,1
655,2020-01-01 10:48:39,1
1114,2020-01-01 10:48:39,1
464,2020-01-01 10:48:44,2
755,2020-01-01 10:48:44,2
442,2020-01-01 10:48:46,1
1002,2020-01-01 10:48:56,2
1684,2020-01-01 10:49:01,1
1508,2020-01-01 10:49:05,1
89,2020-01-01 10:49:06,1
2007,2020-01-01 10:49:07,1
1499,2020-01-01 10:49:08,0
818,2020-01-01 10:49:12,1
876,2020-01-01 10:49:14,0
393,2020-01-01 10:49:16,2
694,2020-01-01 10:49:16,1
390,2020-01-01 10:49:19,2
1231,2020-01-01 10:49:21,2
499,2020-01-01 10:49:24,2
399,2020-01-01 10:49:27,1
785,2020-01-01 10:49:29,1
580,2020-01-01 10:49:33,2
387,2020-01-01 10:49:34,2
863,2020-01-01 10:49:39,1
682,2020-01-01 10:49:49,1
370,2020-01-01 10:49:51,1
613,2020-01-01 10:49:52,1
1341,2020-01-01 10:49:55,2
468,2020-01-01 10:50:00,1
452,2020-01-01 10:50:03,1
1854,2020-01-01 10:50:04,2
669,2020-01-01 10:50:05,2
372,2020-01-01 10:50:05,2
488,2020-01-01 10:50:05,1
2546,2020-01-01 10:50:10,1
1442,2020-01-01 10:50:14,2
398,2020-01-01 10:50:15,1
374,2020-01-01 10:50:15,1
368,2020-01-01 10:50:17,1
250,2020-01-01 10:50:17,1
304,2020-01-01 10:50:25,1
238,2020-01-01 10:50:29,2
232,2020-01-01 10:50:30,2
1342,2020-01-01 10:50:35,2
501,2020-01-01 10:50:42,1
574,2020-01-01 10:50:47,1
571,2020-01-01 10:50:48,1
214,2020-01-01 10:50:49,1
161,2020-01-01 10:51:00,0
311,2020-01-01 10:51:01,1
641,2020-01-01 10:51:02,1
273,2020-01-01 10:51:05,1
900,2020-01-01 10:51:10,1
329,2020-01-01 10:51:17,1
321,2020-01-01 10:51:18,1
251,2020-01-01 10:51:30,2
459,2020-01-01 10:51:30,1
179,2020-01-01 10:51:45,2
772,2020-01-01 10:51:45,1
475,2020-01-01 10:51:55,2
1225,2020-01-01 10:52:01,0
1215,2020-01-01 10:52:08,0
369,2020-01-01 10:52:13,1
1217,2020-01-01 10:52:14,0
400,2020-01-01 10:52:15,1
393,2020-01-01 10:52:23,2
1177,2020-01-01 10:52:29,0
168,2020-01-01 10:52:31,1
261,2020-01-01 10:52:32,1
262,2020-01-01 10:52:43,2
583,2020-01-01 10:52:47,1
395,2020-01-01 10:52:54,2
1145,2020-01-01 10:53:03,2
1469,2020-01-01 10:53:11,1
171,2020-01-01 10:53:12,1
319,2020-01-01 10:53:12,1
290,2020-01-01 10:53:20,1
663,2020-01-01 10:53:27,1
302,2020-01-01 10:53:33,1
300,2020-01-01 10:53:34,1
277,2020-01-01 10:53:43,1
427,2020-01-01 10:53:50,1
353,2020-01-01 10:53:53,1
680,2020-01-01 10:53:54,1
11330,2020-01-01 10:54:00,2
343,2020-01-01 10:54:01,1
369,2020-01-01 10:54:09,1
2730,2020-01-01 10:54:13,2
178,2020-01-01 10:54:15,1
364,2020-01-01 10:54:17,1
149,2020-01-01 10:54:22,1
1779,2020-01-01 10:54:29,1
370,2020-01-01 10:54:31,1
763,2020-01-01 10:54:33,2
303,2020-01-01 10:54:33,1
1962,2020-01-01 10:54:35,0
285,2020-01-01 10:54:35,1
491,2020-01-01 10:54:37,2
261,2020-01-01 10:54:41,1
762,2020-01-01 10:54:41,1
126,2020-01-01 10:54:46,2
1031,2020-01-01 10:54:49,1
341,2020-01-01 10:54:49,2
240,2020-01-01 10:54:51,1
81,2020-01-01 10:54:55,1
1760,2020-01-01 10:54:57,0
86214,2020-01-01 10:54:58,0
607,2020-01-01 10:55:03,1
1883,2020-01-01 10:55:04,1
219,2020-01-01 10:55:12,1
72,2020-01-01 10:55:13,1
590,2020-01-01 10:55:15,1
2426,2020-01-01 10:55:25,0
536,2020-01-01 10:55:28,2
250,2020-01-01 10:55:29,1
348,2020-01-01 10:55:29,1
720,2020-01-01 10:55:33,1
882,2020-01-01 10:55:34,1
794,2020-01-01 10:55:37,2
638,2020-01-01 10:55:40,1
413,2020-01-01 10:55:41,1
1493,2020-01-01 10:55:43,2
385,2020-01-01 10:55:43,1
105,2020-01-01 10:55:46,1
784,2020-01-01 10:55:47,1
388,2020-01-01 10:55:50,1
1563,2020-01-01 10:55:51,2
317,2020-01-01 10:56:04,1
472,2020-01-01 10:56:08,1
673,2020-01-01 10:56:10,1
2395,2020-01-01 10:56:14,1
1728,2020-01-01 10:56:16,2
1241,2020-01-01 10:56:16,1
109,2020-01-01 10:56:19,2
1933,2020-01-01 10:56:20,1
2373,2020-01-01 10:56:21,2
4485,2020-01-01 10:56:29,2
4478,2020-01-01 10:56:29,2
79,2020-01-01 10:56:32,1
416,2020-01-01 10:56:34,2
293,2020-01-01 10:56:39,0
173,2020-01-01 10:56:45,1
1694,2020-01-01 10:56:52,1
938,2020-01-01 10:56:54,1
231,2020-01-01 10:57:01,1
292,2020-01-01 10:57:08,1
371,2020-01-01 10:57:15,1
228,2020-01-01 10:57:16,1
292,2020-01-01 10:57:16,1
1761,2020-01-01 10:57:17,0
731,2020-01-01 10:57:18,1
112,2020-01-01 10:57:21,1
1769,2020-01-01 10:57:31,0
524,2020-01-01 10:57:34,1
90,2020-01-01 10:57:43,1
630,2020-01-01 10:57:54,1
890,2020-01-01 10:58:07,1
507,2020-01-01 10:58:07,1
2850,2020-01-01 10:58:09,0
884,2020-01-01 10:58:10,2
132,2020-01-01 10:58:18,0
555,2020-01-01 10:58:18,2
2828,2020-01-01 10:58:25,0
444,2020-01-01 10:58:29,1
256,2020-01-01 10:58:34,1
2799,2020-01-01 10:58:41,0
403,2020-01-01 10:58:42,2
73,2020-01-01 10:58:42,2
